SpMax_L,J_Dz(e),nHM,F01,F04,NssssC,nCb,C,nCp,nO,F03,SdssC,HyWi_B,LOC,SM6_L,F03_CO,Me,Mi,nN_N,nArNO2,nCRX3,SpPosA_B,nCIR,B01,B03,N_073,SpMax_A,Psi_i_1d,B04,SdO,TI2_L,nCrt,C_026,F02_CN,nHDon,SpMax_B,Psi_i_A,nN,SM6_B,nArCOOR,nX,Biodegradable
4.890435596041593,3.389775674899967,0.0,0.0,0.0,0.0,2.0,40.91324858085335,0.0,2.0,0.0,-0.04111476258156091,,1.2939655392757272,10.020596519254214,4.0,1.018264971617067,1.1231766477447114,0.0,0.0,0.0,1.219,1.0,0.0,0.0,0.0,,0.004485781297956144,0.0,10.373274672828972,1.5497882252993884,0.0,2.0,0.0,1.0,3.7423660083614205,2.601415527386156,0.0,8.365422883169595,0.0,,RB
4.1850384258084175,2.8534508445225675,0.0,0.0,0.0,0.0,0.0,23.236712961894707,2.0,2.0,0.0,0.0,2.496165971853673,1.1377898135115396,8.651001619948408,0.0,1.0067972222863177,1.161367129618947,0.0,0.0,0.0,1.0723679395931514,0.0,0.0,0.0,0.0,,0.18114560349162834,0.0,0.0,1.7163090264157486,0.0,0.0,0.0,1.0,,3.0706746550932276,0.0,6.840786573614723,0.0,0.0,RB
5.073265812661357,2.5827023564638365,0.0,0.0,0.0,0.0,2.0,,0.0,4.0,0.0,-1.0763931137050191,3.9529355497253613,1.768572454820077,10.555580866259282,10.0,1.0074051240318587,1.1163670936693215,0.0,0.0,0.0,1.2400632506454277,1.0,0.0,0.0,0.0,2.353531625322714,0.0,0.0,23.993172543216193,4.191360295770458,0.0,0.0,0.0,0.0,,2.5153939134578267,0.0,8.920935549725362,2.0,0.0,RB
4.2938190710619155,3.030053433380608,0.0,0.0,0.0,0.0,0.0,23.1,2.0,2.0,0.0,0.0,2.8809702930280374,1.4253135840467295,8.799951560086448,2.0,1.0373432910186915,1.1562761181635512,0.0,0.0,0.0,1.0868246411191589,0.0,0.0,0.0,0.0,1.9262015185654207,-0.20016624153621548,0.0,0.0,1.7309870031997667,0.0,0.0,0.0,2.0,,3.404238818364486,0.0,7.821894002828272,0.0,0.0,RB
4.977,1.947188668370941,0.0,0.0,0.0,0.0,0.0,31.405665814529566,1.0,6.0,0.0,-0.33805099233076613,4.127419270275188,3.706906530324731,10.694232298395713,9.0,0.9929943341854705,1.1429830025564114,0.0,0.0,0.0,1.1530736555888843,,0.0,0.0,0.0,,0.0,0.0,11.72413031373418,9.644405187061206,0.0,0.0,0.0,3.0,3.497,2.3208810178948793,0.0,8.680555249823897,0.0,0.0,RB
4.622548040704449,3.6808601172037467,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,0.271436926897616,3.1385138323865966,1.9166527374189974,9.526752381183442,6.0,0.9921192743984231,1.1387483641138352,0.0,0.0,0.0,1.199453449890107,,0.0,0.0,0.0,2.0834011015328326,-0.020785098906739248,0.0,10.677127308537639,3.234232005252187,0.0,0.0,0.0,0.0,,,0.0,7.907589828447456,0.0,0.0,RB
4.975821282212325,2.652572628937857,0.0,0.0,0.0,0.0,2.0,51.97262392625583,0.0,2.0,0.0,-0.7748410278311769,3.562450545254272,0.9208935889383747,10.296231923318487,7.0,1.0070411929953391,1.0998903668203004,0.0,0.0,0.0,1.2926166060828588,3.0,0.0,0.0,0.0,2.3534797257141378,0.0008219266359399297,0.0,10.867591705075087,1.999906014384254,0.0,0.0,0.0,1.0,,2.5664943159440705,0.0,8.686766787834282,1.0,0.0,RB
4.752635668573651,3.1043551482552094,0.0,0.0,0.0,0.0,2.0,44.4,1.0,2.0,0.0,-0.7080352747466522,,1.1995020789934336,9.850133589580217,4.0,1.011,1.116,0.0,0.0,0.0,1.247618366342278,1.0,0.0,0.0,0.0,2.2333285643959466,0.014,0.0,10.29425403491593,1.7314132427012563,0.0,0.0,0.0,1.0,3.697512227818727,2.7585927481371697,0.0,8.260780569546817,0.0,0.0,RB
4.3989544188176755,3.4682519803518255,0.0,,0.0,0.0,0.0,,0.0,4.0,0.0,-1.068462302897992,3.3365629721116443,2.2444875779076283,9.620954849642569,6.0,1.019924605795984,1.1441155757244978,0.0,0.0,0.0,1.1384623028979919,0.0,0.0,0.0,0.0,2.0505878162963875,-0.005341758336545474,0.0,20.82262216733013,4.065775971512419,,0.0,0.0,0.0,3.3913666025212885,3.023030243846585,0.0,8.085492546744577,0.0,,RB
4.048480635883761,2.781222424922465,0.0,0.0,0.0,0.0,0.0,29.6,2.0,0.0,0.0,0.0,2.9403997258178234,2.1640133663811207,8.880684268797605,1.0,0.973,1.146,0.0,0.0,0.0,1.160700034272772,0.0,0.0,0.0,0.0,1.9439952018119053,0.038700034272772105,0.0,0.0,3.3601371174121892,0.0,0.0,0.0,1.0,2.9839945163564634,2.067098731907432,0.0,7.119996229995069,0.0,0.0,RB
4.052097660744293,3.157597592039446,0.0,0.0,0.0,0.0,1.0,45.32251297942826,0.0,0.0,0.0,0.0,2.7634142448262646,0.11745464596659162,8.694830041266679,0.0,0.9883132123892442,1.1205823834810076,0.0,0.0,0.0,1.283450259588565,,0.0,0.0,0.0,2.014198961645739,0.1273948200631765,0.0,0.0,0.7519849616149383,0.0,0.0,0.0,0.0,,2.16480751327529,0.0,7.653205436566768,0.0,,RB
4.850381103949548,3.134262120621683,0.0,0.0,0.0,0.0,3.0,,0.0,3.0,0.0,-0.5227828363758609,3.368049489655945,1.263986502821106,10.06855206821554,6.0,1.009573905454138,1.1206008998119263,0.0,0.0,0.0,1.229219795862378,1.0,0.0,0.0,0.0,2.2799955009403687,-0.0007892022568846769,0.0,10.389009656178823,1.895490397499821,0.0,2.0,0.0,1.0,,2.711972347582652,0.0,8.361246790220166,0.0,0.0,RB
5.016505804482421,3.3960575108403632,0.0,,0.0,0.0,2.0,41.56157474323232,0.0,4.0,0.0,-1.48094630662467,3.5399927424840385,1.498085629506257,10.22350108786222,10.0,1.0407971700278795,1.1226611030812121,0.0,0.0,0.0,1.1956324381886865,1.0,0.0,0.0,0.0,2.3277732217555545,0.002107402054141482,0.0,21.94845427152805,2.1093483301591895,0.0,0.0,0.0,0.0,,,0.0,8.581925979458585,2.0,0.0,RB
4.967159060488452,2.2273841386607334,0.0,0.0,0.0,0.0,2.0,50.0,0.0,2.0,0.0,-0.27576568583345584,3.7018786621568336,0.5899581924010598,10.344071168724438,9.0,0.998,1.104,0.0,0.0,0.0,1.2778410033823746,3.0,0.0,0.0,0.0,2.3052929086758867,0.0,0.0,11.811179996223334,3.330677602456962,0.0,0.0,0.0,1.0,3.7162636114212155,2.4173515031852295,0.0,8.712953979705752,1.0,0.0,RB
3.9336792112869956,2.8022387157149797,0.0,0.0,0.0,0.0,0.0,33.3,2.0,0.0,0.0,0.0,2.5402623599340166,0.9800652154400491,8.225326166957986,0.0,0.9846266854455477,1.140936282733771,0.0,0.0,0.0,1.2772518727172752,0.0,0.0,0.0,0.0,,0.07322420138047203,0.0,0.0,1.5935779499175209,,0.0,1.0,0.0,3.404084691699712,2.731364325511531,0.0,7.463604917046284,0.0,0.0,RB
3.028663184473153,2.3380291379737006,0.0,,0.0,0.0,0.0,28.634297827574716,1.0,1.0,0.0,-0.011783753616740781,2.042690196202644,0.9192984177581857,6.643070391880108,1.0,,1.1491224922413383,0.0,0.0,0.0,1.176926504655197,0.0,0.0,0.0,0.0,1.424632326548161,0.8912897417280622,0.0,8.822315966546256,1.3381201756879393,0.0,0.0,0.0,0.0,3.0005053979278493,3.6637172079321343,0.0,6.598235718269081,0.0,,RB
4.544552360679163,2.813441953678802,0.0,0.0,0.0,0.0,2.0,41.82447639320837,1.0,1.0,0.0,0.0,3.095796394908147,1.3410375103247303,9.464472961811103,2.0,0.9943472961811102,1.1206122746817593,0.0,0.0,0.0,1.2431422316830572,1.0,0.0,0.0,0.0,2.1627761803395815,-0.024612274681759187,0.0,0.0,1.8853804282872402,0.0,1.0,0.0,1.0,3.582389184724441,2.369779099151982,0.0,7.946981974540734,0.0,0.0,RB
4.194161734796196,2.825938265073709,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,2.502045629025136,1.2389756041032602,8.683762593131794,0.0,,1.158254348318614,0.0,0.0,0.0,1.1170752202479621,0.0,0.0,0.0,0.0,1.8776530381589673,0.015585272357337643,0.0,0.0,1.822056471501358,0.0,0.0,0.0,1.0,,2.471767336633831,0.0,6.829392139042119,0.0,0.0,RB
4.718247809993099,3.2164201169656033,0.0,0.0,0.0,0.0,2.0,38.9,0.0,2.0,0.0,0.0,3.105,1.187,9.654387323691731,4.0,0.998,1.132,0.0,0.0,0.0,1.2288962694885188,1.0,0.0,0.0,0.0,,-0.025,0.0,0.0,1.426431291711839,0.0,2.0,0.0,2.0,3.6575380660786436,2.315,0.0,8.044528359318024,0.0,0.0,RB
4.977,1.926178921023757,0.0,,0.0,0.0,0.0,,2.0,2.0,0.0,-0.3371540813289238,,3.7736734936860943,10.711341332757062,9.0,0.9921540813289238,1.142577040664462,0.0,0.0,0.0,1.1546918373421524,,0.0,0.0,0.0,2.361,0.0,0.0,11.73753469873722,10.042503206103337,0.0,0.0,0.0,3.0,3.497,2.2981601958809432,0.0,8.69987908877029,0.0,0.0,RB
4.78577782946618,2.9349964351607714,0.0,,0.0,0.0,2.0,52.962692468711886,0.0,0.0,2.0,0.0,3.2633044455827633,0.778912887067579,9.833619450778999,0.0,0.9920932688282202,1.0992089748957063,0.0,0.0,0.0,1.3244403870306782,,0.0,0.0,0.0,2.273457986386466,0.016694236404915963,0.0,0.0,1.2898147803558804,0.0,0.0,1.0,1.0,,2.3479564435337896,1.0,8.368218216496858,0.0,0.0,RB
4.644494633896093,3.6467023217297867,0.0,0.0,0.0,0.0,0.0,23.111568621655696,,2.0,0.0,-0.9883577908574841,3.3460075340369064,2.109699590860433,9.824078846133544,0.0,1.0187062947958214,1.172811248804565,0.0,0.0,0.0,1.1045236323486263,0.0,0.0,0.0,0.0,2.0974033026724954,-0.009601340787077675,0.0,10.212238598876446,4.033607644449687,0.0,0.0,0.0,1.0,,3.1027234233454486,0.0,8.145739936707928,0.0,0.0,RB
4.125787754409846,2.2385255337958077,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,2.511845177598921,1.4123807103956842,8.666170104412656,2.0,1.0230538812011014,1.1508990588000225,0.0,0.0,0.0,1.0297091791973925,0.0,0.0,0.0,0.0,2.172412225609261,-0.225678352400517,0.0,0.0,1.6374903751787353,0.0,0.0,0.0,1.0,,2.7231915192097556,0.0,7.236984455214701,0.0,0.0,RB
4.255265194914966,3.0056350074480997,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,-0.6571453379453005,,3.1386440799605486,10.01173228911553,2.0,0.9747863344863251,1.1411310557477208,0.0,0.0,0.0,1.190378885045583,0.0,0.0,0.0,0.0,2.007077010376926,0.0,0.0,10.334655278738603,7.99279753326438,0.0,0.0,0.0,1.0,,2.07149314262622,0.0,8.223077010376926,0.0,0.0,RB
4.490957813727762,3.816780237332182,0.0,0.0,0.0,0.0,0.0,31.395475406772952,2.0,3.0,0.0,-0.7296096147397466,3.0158703815232544,1.6072507069416155,9.379689397794174,6.0,1.0284992350849917,1.1426817486440901,0.0,0.0,0.0,1.1448612025431555,0.0,0.0,0.0,0.0,2.0521840433891145,-0.04471781559626194,0.0,20.41352677202529,2.4131978118592627,0.0,0.0,0.0,0.0,3.4694570488127545,3.2286679801739417,0.0,7.879276065083672,0.0,0.0,RB
5.0262299151438175,2.2785223399808867,0.0,0.0,0.0,0.0,2.0,43.91767089328498,,4.0,0.0,-0.9539659967504988,,1.6023002116547318,10.582448731043058,10.0,,1.117016384784174,0.0,0.0,0.0,1.2444681113549183,1.0,0.0,0.0,0.0,2.3377214586690402,-0.00022586328537202262,0.0,24.03182769374058,4.523975862313922,0.0,0.0,0.0,0.0,,2.438298449808199,0.0,8.94356518637881,2.0,0.0,RB
4.918370054817875,2.7405472019619523,0.0,0.0,0.0,0.0,2.0,52.82103721869929,0.0,2.0,0.0,-0.39391267743402686,3.3905314945170386,0.6852215002861057,10.094269847084508,2.0,1.0165786699365873,1.0981579255626015,0.0,0.0,0.0,1.2816847345642242,3.0,0.0,0.0,0.0,2.337106064627637,0.0035262233121957378,0.0,10.705629359492699,1.2946486872437886,0.0,0.0,0.0,0.0,3.785003514136562,2.514213300634128,0.0,8.46695516733816,0.0,0.0,RB
4.582777652147788,3.96890048219513,0.0,0.0,0.0,0.0,0.0,33.83976068613332,,4.0,0.0,-0.5232790805979023,3.734129896396351,2.708842302565757,10.152827062781613,10.0,,1.1379689248712983,0.0,0.0,0.0,1.1721306703265961,0.0,0.0,0.0,0.0,2.09585736398007,0.0,0.0,21.83031152521726,6.279300511824005,0.0,0.0,0.0,0.0,,2.789049410633825,0.0,8.574124300514807,0.0,0.0,RB
4.297304588256365,3.206899669112756,0.0,,0.0,0.0,2.0,39.21738982629284,0.0,0.0,2.0,0.26782553514932517,2.734304678910405,1.0920437068667082,8.916304950872522,2.0,1.005782644168972,1.1303912994209762,0.0,0.0,0.0,1.2845216494617655,1.0,0.0,0.0,0.0,2.006608995204652,0.14847778395048816,0.0,,1.5179999546729803,0.0,2.0,2.0,2.0,,2.8420431176154515,1.0,7.724695955667871,0.0,0.0,RB
4.54051091609307,3.262098250639981,0.0,0.0,0.0,0.0,0.0,31.22740174355767,0.0,1.0,0.0,0.1416812175891945,2.668992359605203,0.9178548034871153,9.22392904104328,3.0,0.9934377733375029,1.1431451965128847,0.0,0.0,0.0,1.1933679033790345,1.0,0.0,0.0,0.0,2.0288941060640475,-0.19868886378634018,0.0,10.124398470760571,1.4600174645884425,0.0,0.0,0.0,0.0,3.3948919222651983,2.705041486375781,0.0,7.448010918994244,0.0,,RB
3.6510474535679256,2.390325232897684,0.0,0.0,0.0,0.0,0.0,25.0,2.0,2.0,0.0,0.0,,1.5402630664454324,7.941996212678536,2.0,0.9801461480252402,1.1595505502821086,0.0,0.0,0.0,1.1167661631596155,0.0,0.0,0.0,0.0,1.7522922960504805,0.16066163159615576,0.0,0.0,2.2082166377698473,0.0,0.0,0.0,2.0,2.854483491536744,2.264367598008892,0.0,6.505884106472148,0.0,0.0,RB
4.900936914539206,3.1418823037361228,0.0,,0.0,0.0,0.0,30.533483536811413,3.0,2.0,0.0,-0.2037310664078939,3.211080546615121,1.3830236570477978,10.064015208102155,2.0,1.0120039428412995,1.1446662911579715,0.0,0.0,0.0,1.1583280762116006,0.0,0.0,0.0,0.0,2.2323568026267835,-0.023317937476830038,0.0,10.487719801147039,2.203696707362283,0.0,0.0,0.0,0.0,,2.6795970098037065,0.0,7.996736699038323,0.0,0.0,RB
4.499644596770607,3.784917084883587,0.0,0.0,0.0,0.0,0.0,31.447778729816296,2.0,3.0,0.0,-0.6302776893742011,3.042211479686023,1.5757893771486429,9.434300575303276,6.0,1.0267221882208466,1.1425777750576678,0.0,0.0,0.0,1.1598000244809903,0.0,0.0,0.0,0.0,2.0584667727509585,-0.06646652794105411,0.0,20.483534573703515,2.503401052682589,0.0,0.0,0.0,0.0,3.4626444743656553,3.1950993757347432,0.0,7.90664471917556,0.0,0.0,RB
5.250579333582795,3.3656112005575007,1.0,0.0,0.0,0.0,2.0,37.1994816870854,1.0,3.0,0.0,-0.060650059515491184,3.3833372338913854,1.191556763190864,10.196179902141658,6.0,1.042087610735998,1.1151417823622891,0.0,0.0,0.0,1.238350442943992,1.0,0.0,0.0,0.0,2.288,0.009399431441137075,0.0,20.824946330833193,1.7067395081268373,0.0,1.0,0.0,1.0,,3.2253527832788236,0.0,9.27852649737237,0.0,0.0,RB
4.531719797639445,3.0919327112112978,0.0,,0.0,0.0,0.0,38.5,,0.0,0.0,2.74581626513732,,1.626237460150072,9.649706737397247,0.0,0.964,1.128,0.0,0.0,0.0,1.282381715660924,1.0,0.0,0.0,0.0,2.1132677349650413,-0.008954289152310071,0.0,0.0,2.7410163275046413,0.0,0.0,0.0,0.0,,1.9262525975575564,0.0,7.919032650605493,0.0,0.0,RB
4.892484345704056,2.659919779407079,0.0,0.0,0.0,0.0,0.0,35.65577867303441,1.0,2.0,0.0,1.7674878476189444,3.4452454726787773,2.0108362576766146,10.203688812398836,1.0,0.9815374245446463,1.133829939635717,0.0,0.0,0.0,1.2236257545535372,0.0,0.0,0.0,0.0,,0.003095211274990385,0.0,10.394967001732507,3.8219595572412053,0.0,0.0,0.0,0.0,3.417591911448241,2.2888503018214146,0.0,8.190306559235871,0.0,0.0,RB
4.630930067776669,2.8920039252516343,0.0,0.0,0.0,0.0,1.0,42.039068164214186,1.0,3.0,0.0,-0.16304287761342257,3.247591371030042,1.4300770933386993,9.736747236637795,6.0,0.998,1.1243906816421418,0.0,0.0,0.0,1.260039430673922,1.0,0.0,0.0,0.0,2.190689947714847,0.012476704105354645,0.0,10.49895340821071,2.269819025949061,0.0,0.0,0.0,1.0,3.61712722114628,2.5024981874514607,0.0,8.216704269945584,0.0,0.0,RB
4.409933140658351,3.0206800261120397,0.0,0.0,0.0,0.0,0.0,33.3,1.0,2.0,0.0,-0.1352683553041019,2.605126697839784,1.070069046633235,8.97368193227037,2.0,1.0411443037246582,1.139,0.0,0.0,0.0,1.1427039127384166,,0.0,0.0,0.0,2.073716685071364,-0.2453880323003729,0.0,9.696430264913634,1.2535907976169047,0.0,0.0,0.0,0.0,3.4343035670738504,3.0758530500150014,0.0,7.50190540870087,0.0,0.0,RB
4.689053175740795,1.787976604282113,0.0,0.0,0.0,0.0,0.0,33.32643230546858,1.0,0.0,0.0,0.03253376264757771,,0.025551228619627716,9.980185226150331,0.0,0.9671762153697905,1.1408898653938808,0.0,0.0,0.0,1.1855726999518192,,0.0,0.0,0.0,2.2376520190917866,0.000823784630209464,0.0,0.0,2.8070611864610786,0.0,0.0,0.0,0.0,,1.5623879182727134,0.0,7.768647680378225,0.0,0.0,RB
5.008555044686131,3.810168807581031,0.0,,0.0,0.0,0.0,23.1,0.0,4.0,0.0,-0.576771630440736,3.2105186568557955,1.255811658633178,9.977168335165965,4.0,1.0395805272208762,1.1525859877640359,0.0,0.0,0.0,1.1584112819643841,0.0,0.0,0.0,0.0,2.230161964532279,-0.05057779694929644,0.0,20.58869791310808,1.5457770909838957,0.0,0.0,4.0,0.0,4.175074595841725,3.194402181059118,2.0,8.83099998420927,0.0,0.0,RB
3.774282159979822,2.5153097645572333,0.0,0.0,0.0,0.0,0.0,22.341992328290445,1.0,1.0,0.0,0.0,2.492101068088764,1.4628865976702157,8.184927542077656,0.0,0.9778956152244076,1.1702111537317197,0.0,0.0,0.0,1.1289394629803313,0.0,0.0,0.0,0.0,1.7909561522440764,-0.26090846863337613,0.0,0.0,2.2532393505597943,0.0,0.0,0.0,1.0,,2.140652534639439,0.0,6.659854151649019,0.0,,RB
4.273941244271379,3.0173577255720967,0.0,0.0,0.0,0.0,1.0,46.15877653932997,0.0,0.0,0.0,0.0,2.982943241349856,0.617603005621847,9.00069854921585,0.0,0.9896469413483249,1.113314273707817,0.0,0.0,0.0,1.306763296179899,1.0,0.0,0.0,0.0,2.0746613411240635,0.08539583775248567,0.0,0.0,1.1138700858454964,0.0,0.0,0.0,0.0,3.597285894382745,2.1631571368539086,0.0,8.016776119103566,0.0,0.0,RB
4.38885056150501,3.418305876210422,0.0,0.0,0.0,0.0,0.0,32.45614520761522,2.0,4.0,0.0,-0.12025980674549484,4.20997769653708,3.833203969719446,10.408382710897799,10.0,,1.1395614520761521,0.0,0.0,0.0,1.189508383390782,0.0,0.0,0.0,0.0,2.070631287543087,0.0,0.0,23.426336641432872,11.35921128241488,0.0,0.0,0.0,0.0,3.4349846957575223,2.0290893705891766,0.0,8.746088064787585,0.0,0.0,RB
4.314851550731283,3.30063344926206,0.0,0.0,0.0,0.0,0.0,34.806733835642774,2.0,2.0,0.0,1.5096746539166763,3.0329594445438555,1.848615866483786,9.401659611008416,6.0,0.9803804363067687,1.135,0.0,0.0,0.0,1.233340134921104,1.0,0.0,0.0,0.0,2.0086193096227514,0.041057263010011565,0.0,10.406168091820591,3.18613148764437,0.0,0.0,0.0,0.0,3.3554981513952775,2.37999974592952,0.0,7.839053565800566,0.0,0.0,RB
5.054754310711269,3.370206156172447,0.0,0.0,0.0,0.0,0.0,23.507793339191725,0.0,2.0,2.0,-0.35220466821769547,3.1273165265932925,1.0981460938304295,9.915416122051594,4.0,1.0509220666080827,1.1435803299047287,0.0,0.0,0.0,1.1691127295532253,,0.0,0.0,0.0,2.2240204170844384,-0.06962471211728345,0.0,20.35647488334102,1.3789875501805458,0.0,0.0,4.0,6.0,4.41571970145212,3.336886025464829,2.0,9.021788048792791,0.0,0.0,RB
3.3046008853480395,2.502413085726294,0.0,0.0,0.0,0.0,0.0,33.3,,0.0,0.0,0.0,2.284483378326764,1.1955529925234185,7.245646156359331,0.0,,1.1461743000070046,0.0,0.0,0.0,1.279697200028019,0.0,0.0,0.0,0.0,1.5754551140915838,0.4534407291288032,0.0,0.0,1.8136202494221116,0.0,0.0,0.0,0.0,3.113614500105071,2.841279779363461,0.0,6.9407233714806065,0.0,0.0,RB
3.958403885713002,2.835905268556474,0.0,,0.0,0.0,0.0,31.635572571569774,2.0,0.0,0.0,0.0,3.444731291411627,3.015346834263635,9.41185634283853,0.0,0.9609615542852008,1.1419615542852009,0.0,0.0,0.0,1.2046345600017971,0.0,0.0,0.0,0.0,1.9639231085704016,0.0007596114286997965,0.0,0.0,6.2959935770392645,0.0,0.0,0.0,0.0,2.982971268567706,1.5792598171363104,0.0,7.628221782836732,0.0,0.0,RB
4.500514157792174,3.7216550903499117,0.0,0.0,0.0,0.0,0.0,,2.0,4.0,0.0,-0.1119282429814801,4.14507175701852,3.4921814698306077,10.526000443690663,10.0,0.9808121571474622,1.14,0.0,0.0,0.0,1.1843756857050756,0.0,0.0,0.0,0.0,2.118353743142658,0.0,0.0,23.63851460148284,9.852471765091977,0.0,0.0,0.0,0.0,3.3898066715068578,2.0781106001934133,0.0,8.688679614391631,0.0,0.0,RB
4.597920875142481,2.6080428235708917,0.0,0.0,1.0,0.0,2.0,40.39562461603843,0.0,2.0,0.0,-0.26296166460601855,3.3249000204779504,1.7021979145335469,9.792052136661328,4.0,0.9972031281996797,1.1278406256399358,0.0,0.0,0.0,1.243192700867414,1.0,0.0,0.0,0.0,2.1788895931456844,-0.004637497440256233,0.0,10.470413514576045,2.8797812308019215,0.0,1.0,2.0,1.0,,2.4976771622587663,1.0,8.24990002047795,0.0,0.0,RB
4.414,2.1832286639803007,0.0,0.0,0.0,0.0,0.0,29.92016008101113,1.0,1.0,0.0,0.0,2.74305252617735,0.8553596791908946,9.18645972982285,0.0,0.9745242620760359,1.1487338669367038,0.0,0.0,0.0,1.1618064032404452,1.0,0.0,0.0,0.0,2.107786393114054,-0.06533066531648116,0.0,0.0,1.0443276629886686,0.0,0.0,0.0,0.0,,1.9091140561027224,0.0,7.104290645063699,0.0,0.0,RB
4.998092185391313,3.319767195277254,0.0,0.0,0.0,0.0,2.0,41.7,0.0,4.0,0.0,-1.0328158664799632,3.571,1.59,10.247467116189725,10.0,1.03,1.121,0.0,0.0,0.0,1.202,1.0,0.0,0.0,0.0,2.326657913468099,0.001,0.0,22.337783022213454,2.2913550976984576,0.0,0.0,0.0,0.0,3.7798355414048577,2.833,0.0,8.592092106303783,2.0,0.0,RB
4.357000095765993,3.0481781945209865,0.0,0.0,0.0,0.0,0.0,27.121431991642595,3.0,2.0,0.0,0.0,2.8453932709887537,1.843679765083265,9.038464679038897,2.0,0.993892840041787,1.1513571360167147,0.0,0.0,0.0,1.1187143677994222,0.0,0.0,0.0,0.0,1.9946429597492779,-0.036679286253301996,0.0,0.0,2.465251125250413,0.0,0.0,0.0,1.0,,2.6457504070054685,0.0,7.139893031573772,0.0,0.0,RB
4.851497705309577,3.1948090592208023,0.0,0.0,0.0,0.0,3.0,40.66558881764212,0.0,3.0,0.0,-0.9203117763528423,3.282400698897368,1.2241901533729116,9.923416866632735,6.0,1.0199919161323159,1.1278906853039299,0.0,0.0,0.0,1.2167732867401755,1.0,0.0,0.0,0.0,,0.004757119004807199,0.0,10.391242516030525,1.6785427140288431,0.0,2.0,0.0,3.0,3.7199149369069824,2.898907218003967,0.0,8.304032335470737,0.0,,RB
4.604969475572376,3.036464646343515,0.0,0.0,0.0,0.0,1.0,44.235490995502914,,1.0,0.0,0.0,3.07020292500512,1.2469374787408158,9.461244393448505,2.0,0.9895483633483236,1.1159112725112428,0.0,0.0,0.0,1.2664276390280065,1.0,0.0,0.0,0.0,2.170476370477314,0.03374981594950805,0.0,0.0,1.6392283950327255,0.0,0.0,0.0,1.0,3.6049360063368803,2.2320094716118253,0.0,7.973082200684803,0.0,0.0,RB
4.952534789503228,2.8729172492930894,0.0,0.0,0.0,0.0,2.0,39.09992907464259,2.0,4.0,0.0,-0.8388494217737122,3.7656384848374325,2.2273238525669483,10.353953117107917,10.0,1.008894176905073,1.1268948861586472,0.0,0.0,0.0,1.2117890630637203,1.0,0.0,0.0,0.0,2.3146867862366642,0.0,0.0,23.24746655684773,3.773544009799692,0.0,0.0,0.0,0.0,3.754002837014297,2.5561491597191393,0.0,8.683319597045504,2.0,,RB
5.072,2.72950973442257,0.0,0.0,0.0,0.0,2.0,37.18739361847728,,4.0,0.0,-0.9130113267045724,4.019216739425359,2.705505725325839,10.540754974799986,12.0,0.99294759075127,1.130610481849746,0.0,0.0,0.0,1.209220963699492,1.0,0.0,0.0,0.0,2.351,0.0,0.0,24.326514235847657,5.603956349167298,,0.0,0.0,0.0,,2.290203942655857,0.0,8.826650156302525,2.0,0.0,RB
4.99889604443595,2.8666186009116514,0.0,0.0,0.0,0.0,2.0,47.935049712372525,0.0,4.0,0.0,-2.311431720692848,3.598567330291847,1.1064613814716182,10.43831189049854,10.0,1.0758881190240175,1.1093970291608446,0.0,0.0,0.0,1.20818415869869,1.0,0.0,0.0,0.0,2.4127009942474507,0.0004079206506550962,0.0,32.07777232295485,1.8351791993646334,0.0,0.0,0.0,0.0,,3.363002966077877,0.0,8.774411883356622,0.0,0.0,RB
4.277234392086702,3.4432142435732285,0.0,0.0,0.0,0.0,0.0,29.33936118810779,2.0,3.0,0.0,-0.25947862574048025,3.3547066475076144,2.5010457365878707,9.517691401978325,3.0,1.004909582178383,1.147,0.0,0.0,0.0,1.136696805940539,0.0,0.0,0.0,0.0,,-0.009276657427065106,0.0,10.318590176232279,4.928249726612764,0.0,0.0,0.0,0.0,3.352212776237844,2.4641228415949037,0.0,7.94478674058348,0.0,0.0,RB
3.954639521903098,2.81545729379168,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,3.418804352480342,2.9052998703218833,9.361533246881255,0.0,0.9687100298810564,1.143,0.0,0.0,0.0,1.1820297908326052,0.0,0.0,0.0,0.0,1.9600595816652104,-0.001420059762112782,0.0,0.0,6.049153814040711,0.0,0.0,0.0,0.0,2.9794796414273232,1.8387318825065526,0.0,7.610283993907665,0.0,0.0,RB
4.194784712961968,3.1086300650495553,0.0,0.0,0.0,0.0,0.0,21.746195685956828,1.0,2.0,0.0,-0.8936458611140964,2.6158034728502106,1.2458849983054616,8.685999651090704,0.0,1.04017093244997,1.1699303996214157,0.0,0.0,0.0,1.059037868685783,0.0,0.0,0.0,0.0,,0.048950904056144995,0.0,9.398467744943254,1.8292773547864456,0.0,0.0,1.0,2.0,3.3271265778619075,,1.0,7.324822581647751,0.0,0.0,RB
